emoji,name,label
👩🏽‍❤️‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone",positive
👩🏽‍❤‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone",positive
👩🏽‍❤️‍👨🏽,"couple with heart: woman, man, medium skin tone",positive
👩🏽‍❤️‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone",positive
👩🏽‍❤‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone",positive
👩🏾‍❤️‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone",positive
👩🏾‍❤‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone",positive
👩🏾‍❤️‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone",positive
👩🏾‍❤‍👨🏾,"couple with heart: woman, man, medium-dark skin tone",positive
👩🏾‍❤️‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone",positive
👩🏿‍❤‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone",positive
👩🏿‍❤️‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone",positive
👩🏿‍❤‍👨🏽,"couple with heart: woman, man, dark skin tone, medium skin tone",positive
👩🏿‍❤️‍👨🏾,"couple with heart: woman, man, dark skin tone, medium-dark skin tone",positive
👩🏿‍❤‍👨🏿,"couple with heart: woman, man, dark skin tone",positive
👨‍❤️‍👨,"couple with heart: man, man",positive
👨🏻‍❤‍👨🏻,"couple with heart: man, man, light skin tone",positive
👨🏻‍❤️‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone",positive
👨🏻‍❤‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone",positive
👨🏻‍❤️‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone",positive
👨🏻‍❤‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone",positive
👨🏼‍❤️‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone",positive
👨🏼‍❤‍👨🏼,"couple with heart: man, man, medium-light skin tone",positive
👨🏼‍❤️‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone",positive
👨🏼‍❤‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone",positive
👨🏼‍❤️‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone",positive
👨🏽‍❤‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone",positive
👨🏽‍❤️‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone",positive
👨🏽‍❤‍👨🏽,"couple with heart: man, man, medium skin tone",positive
👨🏽‍❤️‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone",positive
👨🏽‍❤‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone",positive
👨🏾‍❤️‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone",positive
👨🏾‍❤‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone",positive
👨🏾‍❤️‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone",positive
👨🏾‍❤‍👨🏾,"couple with heart: man, man, medium-dark skin tone",positive
👨🏾‍❤️‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone",positive
👨🏿‍❤‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone",positive
👨🏿‍❤️‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone",positive
👨🏿‍❤‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone",positive
👨🏿‍❤️‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone",positive
👨🏿‍❤‍👨🏿,"couple with heart: man, man, dark skin tone",positive
👩‍❤️‍👩,"couple with heart: woman, woman",positive
👩🏻‍❤‍👩🏻,"couple with heart: woman, woman, light skin tone",positive
👩🏻‍❤️‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone",positive
👩🏻‍❤‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone",positive
👩🏻‍❤️‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone",positive
👩🏻‍❤‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone",positive
👩🏼‍❤️‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone",positive
👩🏼‍❤‍👩🏼,"couple with heart: woman, woman, medium-light skin tone",positive
👩🏼‍❤️‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone",positive
👩🏼‍❤‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone",positive
👩🏼‍❤️‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone",positive
👩🏽‍❤‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone",positive
👩🏽‍❤️‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone",positive
👩🏽‍❤‍👩🏽,"couple with heart: woman, woman, medium skin tone",positive
👩🏽‍❤️‍👩🏾,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone",positive
👩🏽‍❤‍👩🏿,"couple with heart: woman, woman, medium skin tone, dark skin tone",positive
👩🏾‍❤️‍👩🏻,"couple with heart: woman, woman, medium-dark skin tone, light skin tone",positive
👩🏾‍❤‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone",positive
👩🏾‍❤️‍👩🏽,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone",positive
👩🏾‍❤‍👩🏾,"couple with heart: woman, woman, medium-dark skin tone",positive
👩🏾‍❤️‍👩🏿,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone",positive
👩🏿‍❤‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone",positive
👩🏿‍❤️‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone",positive
👩🏿‍❤‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone",positive
👩🏿‍❤️‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone",positive
👩🏿‍❤‍👩🏿,"couple with heart: woman, woman, dark skin tone",positive
👪,family,neutral
👨‍👩‍👦,"family: man, woman, boy",neutral
👨‍👩‍👧,"family: man, woman, girl",neutral
👨‍👩‍👧‍👦,"family: man, woman, girl, boy",neutral
👨‍👩‍👦‍👦,"family: man, woman, boy, boy",neutral
👨‍👩‍👧‍👧,"family: man, woman, girl, girl",neutral
👨‍👨‍👦,"family: man, man, boy",neutral
👨‍👨‍👧,"family: man, man, girl",neutral
👨‍👨‍👧‍👦,"family: man, man, girl, boy",neutral
👨‍👨‍👦‍👦,"family: man, man, boy, boy",neutral
👨‍👨‍👧‍👧,"family: man, man, girl, girl",neutral
👩‍👩‍👦,"family: woman, woman, boy",neutral
👩‍👩‍👧,"family: woman, woman, girl",neutral
👩‍👩‍👧‍👦,"family: woman, woman, girl, boy",neutral
👩‍👩‍👦‍👦,"family: woman, woman, boy, boy",neutral
👩‍👩‍👧‍👧,"family: woman, woman, girl, girl",neutral
👨‍👦,"family: man, boy",neutral
👨‍👦‍👦,"family: man, boy, boy",neutral
👨‍👧,"family: man, girl",neutral
👨‍👧‍👦,"family: man, girl, boy",neutral
👨‍👧‍👧,"family: man, girl, girl",neutral
👩‍👦,"family: woman, boy",neutral
👩‍👦‍👦,"family: woman, boy, boy",neutral
👩‍👧,"family: woman, girl",neutral
👩‍👧‍👦,"family: woman, girl, boy",neutral
👩‍👧‍👧,"family: woman, girl, girl",neutral
🗣️,speaking head,neutral
🗣,speaking head,neutral
👤,bust in silhouette,neutral
👥,busts in silhouette,neutral
🫂,people hugging,positive
👣,footprints,neutral
🐵,monkey face,neutral
🐒,monkey,neutral
🦍,gorilla,neutral
🦧,orangutan,neutral
🐶,dog face,positive
🐕,dog,positive
🦮,guide dog,positive
🐕‍🦺,service dog,positive
🐩,poodle,positive
🐺,wolf,neutral
🦊,fox,neutral
🦝,raccoon,neutral
🐱,cat face,positive
🐈,cat,positive
🐈‍⬛,black cat,neutral
🦁,lion,neutral
🐯,tiger face,neutral
🐅,tiger,neutral
🐆,leopard,neutral
🐴,horse face,neutral
🫎,moose,neutral
🫏,donkey,neutral
🐎,horse,neutral
🦄,unicorn,neutral
🦓,zebra,neutral
🦌,deer,neutral
🦬,bison,neutral
🐮,cow face,neutral
🐂,ox,neutral
🐃,water buffalo,neutral
🐄,cow,neutral
🐷,pig face,neutral
🐖,pig,neutral
🐗,boar,neutral
🐽,pig nose,neutral
🐏,ram,neutral
🐑,ewe,neutral
🐐,goat,neutral
🐪,camel,neutral
🐫,two-hump camel,neutral
🦙,llama,neutral
🦒,giraffe,neutral
🐘,elephant,neutral
🦣,mammoth,neutral
🦏,rhinoceros,neutral
🦛,hippopotamus,neutral
🐭,mouse face,neutral
🐁,mouse,neutral
🐀,rat,neutral
🐹,hamster,neutral
🐰,rabbit face,neutral
🐇,rabbit,neutral
🐿️,chipmunk,neutral
🐿,chipmunk,neutral
🦫,beaver,neutral
🦔,hedgehog,neutral
🦇,bat,neutral
🐻,bear,neutral
🐻‍❄️,polar bear,neutral
🐻‍❄,polar bear,neutral
🐨,koala,neutral
🐼,panda,neutral
🦥,sloth,neutral
🦦,otter,neutral
🦨,skunk,neutral
🦘,kangaroo,neutral
🦡,badger,neutral
🐾,paw prints,neutral
🦃,turkey,neutral
🐔,chicken,neutral
🐓,rooster,neutral
🐣,hatching chick,neutral
🐤,baby chick,neutral
🐥,front-facing baby chick,neutral
🐦,bird,neutral
🐧,penguin,neutral
🕊️,dove,neutral
🕊,dove,neutral
🦅,eagle,neutral
🦆,duck,neutral
🦢,swan,neutral
🦉,owl,neutral
🦤,dodo,neutral
🪶,feather,neutral
🦩,flamingo,neutral
🦚,peacock,neutral
🦜,parrot,neutral
🪽,wing,neutral
🐦‍⬛,black bird,neutral
🪿,goose,neutral
🐸,frog,neutral
🐊,crocodile,neutral
🐢,turtle,neutral
🦎,lizard,neutral
🐍,snake,neutral
🐲,dragon face,neutral
🐉,dragon,neutral
🦕,sauropod,neutral
🦖,T-Rex,neutral
🐳,spouting whale,neutral
🐋,whale,neutral
🐬,dolphin,neutral
🦭,seal,neutral
🐟,fish,neutral
🐠,tropical fish,neutral
🐡,blowfish,neutral
🦈,shark,neutral
🐙,octopus,neutral
🐚,spiral shell,neutral
🪸,coral,neutral
🪼,jellyfish,neutral
🐌,snail,neutral
🦋,butterfly,neutral
🐛,bug,neutral
🐜,ant,neutral
🐝,honeybee,neutral
🪲,beetle,neutral
🐞,lady beetle,neutral
🦗,cricket,neutral
🪳,cockroach,negative
🕷️,spider,neutral
🕷,spider,neutral
🕸️,spider web,neutral
🕸,spider web,neutral
🦂,scorpion,neutral
🦟,mosquito,negative
🪰,fly,negative
🪱,worm,neutral
🦠,microbe,neutral
🌸,cherry blossom,positive
💮,white flower,positive
🪷,lotus,positive
🏵️,rosette,positive
🏵,rosette,positive
🌺,hibiscus,positive
🌻,sunflower,positive
🌼,blossom,positive
🌷,tulip,positive
🪻,hyacinth,positive
🌱,seedling,positive
🪴,potted plant,positive
🌲,evergreen tree,neutral
🌳,deciduous tree,neutral
🌴,palm tree,neutral
🌵,cactus,neutral
🌾,sheaf of rice,neutral
🌿,herb,neutral
☘️,shamrock,positive
☘,shamrock,positive
🍁,maple leaf,neutral
🍂,fallen leaf,neutral
🍃,leaf fluttering in wind,neutral
🪹,empty nest,neutral
🪺,nest with eggs,neutral
🍄,mushroom,neutral
🍇,grapes,positive
🍈,melon,positive
🍉,watermelon,positive
🍊,tangerine,positive
🍋,lemon,positive
🍌,banana,positive
🍍,pineapple,positive
🥭,mango,positive
🍎,red apple,positive
🍏,green apple,positive
🍐,pear,positive
🍑,peach,positive
🍒,cherries,positive
🍓,strawberry,positive
🫐,blueberries,positive
🥝,kiwi fruit,positive
🍅,tomato,positive
🫒,olive,positive
🥥,coconut,positive
🥑,avocado,positive
🍆,eggplant,neutral
🥔,potato,neutral
🥕,carrot,neutral
🌽,ear of corn,neutral
🌶️,hot pepper,neutral
🌶,hot pepper,neutral
🫑,bell pepper,neutral
🥒,cucumber,neutral
🥬,leafy green,neutral
🥦,broccoli,neutral
🧄,garlic,neutral
🧅,onion,neutral
🥜,peanuts,neutral
🫘,beans,neutral
🌰,chestnut,neutral
🫚,ginger root,neutral
🫛,pea pod,neutral
🍞,bread,neutral
🥐,croissant,neutral
🥖,baguette bread,neutral
🫓,flatbread,neutral
🥨,pretzel,neutral
🥯,bagel,neutral
🥞,pancakes,neutral
🧇,waffle,neutral
🧀,cheese wedge,neutral
🍖,meat on bone,neutral
🍗,poultry leg,neutral
🥩,cut of meat,neutral
🥓,bacon,neutral
🍔,hamburger,neutral
🍟,french fries,neutral
🍕,pizza,neutral
🌭,hot dog,neutral
🥪,sandwich,neutral
🌮,taco,neutral
🌯,burrito,neutral
🫔,tamale,neutral
🥙,stuffed flatbread,neutral
🧆,falafel,neutral
🥚,egg,neutral
🍳,cooking,neutral
🥘,shallow pan of food,neutral
🍲,pot of food,neutral
🫕,fondue,neutral
🥣,bowl with spoon,neutral
🥗,green salad,neutral
🍿,popcorn,neutral
🧈,butter,neutral
🧂,salt,neutral
🥫,canned food,neutral
🍱,bento box,neutral
🍘,rice cracker,neutral
🍙,rice ball,neutral
🍚,cooked rice,neutral
🍛,curry rice,neutral
🍜,steaming bowl,neutral
🍝,spaghetti,neutral
🍠,roasted sweet potato,neutral
🍢,oden,neutral
🍣,sushi,neutral
🍤,fried shrimp,neutral
🍥,fish cake with swirl,neutral
🥮,moon cake,neutral
🍡,dango,neutral
🥟,dumpling,neutral
🥠,fortune cookie,neutral
🥡,takeout box,neutral
🦀,crab,neutral
🦞,lobster,neutral
🦐,shrimp,neutral
🦑,squid,neutral
🦪,oyster,neutral
🍦,soft ice cream,neutral
🍧,shaved ice,neutral
🍨,ice cream,neutral
🍩,doughnut,neutral
🍪,cookie,neutral
🎂,birthday cake,positive
🍰,shortcake,positive
🧁,cupcake,positive
🥧,pie,positive
🍫,chocolate bar,positive
🍬,candy,positive
🍭,lollipop,positive
🍮,custard,positive
🍯,honey pot,positive
🍼,baby bottle,neutral
🥛,glass of milk,neutral
☕,hot beverage,neutral
🫖,teapot,neutral
🍵,teacup without handle,neutral
🍶,sake,neutral
🍾,bottle with popping cork,neutral
🍷,wine glass,neutral
🍸,cocktail glass,neutral
🍹,tropical drink,neutral
🍺,beer mug,neutral
🍻,clinking beer mugs,neutral
🥃,tumbler glass,neutral
🫗,pouring liquid,neutral
🥤,cup with straw,neutral
🧋,bubble tea,neutral
🧃,beverage box,neutral
🧉,mate,neutral
🧊,ice,neutral
🥢,chopsticks,neutral
🍽️,fork and knife with plate,neutral
🍽,fork and knife with plate,neutral
🍴,fork and knife,neutral
🥄,spoon,neutral
🔪,kitchen knife,neutral
🫙,jar,neutral
🏺,amphora,neutral
🌍,globe showing Europe-Africa,neutral
🌎,globe showing Americas,neutral
🌏,globe showing Asia-Australia,neutral
🌐,globe with meridians,neutral
🗺️,world map,neutral
🗺,world map,neutral
🗾,map of Japan,neutral
🧭,compass,neutral
🏔️,snow-capped mountain,neutral
🏔,snow-capped mountain,neutral
⛰️,mountain,neutral
⛰,mountain,neutral
🌋,volcano,neutral
🗻,mount fuji,neutral
🏕️,camping,neutral
🏕,camping,neutral
🏖️,beach with umbrella,neutral
🏖,beach with umbrella,neutral
🏜️,desert,neutral
🏜,desert,neutral
🏝️,desert island,neutral
🏝,desert island,neutral
🏞️,national park,neutral
🏞,national park,neutral
🏟️,stadium,neutral
🏟,stadium,neutral
🏛️,classical building,neutral
🏛,classical building,neutral
🏗️,building construction,neutral
🏗,building construction,neutral
🧱,brick,neutral
🪨,rock,neutral
🪵,wood,neutral
🛖,hut,neutral
🏘️,houses,neutral
🏘,houses,neutral
🏚️,derelict house,negative
🏚,derelict house,negative
🏠,house,neutral
🏡,house with garden,neutral
🏢,office building,neutral
🏣,Japanese post office,neutral
🏤,post office,neutral
🏥,hospital,neutral
🏦,bank,neutral
🏨,hotel,neutral
🏩,love hotel,neutral
🏪,convenience store,neutral
🏫,school,neutral
🏬,department store,neutral
🏭,factory,neutral
🏯,Japanese castle,neutral
🏰,castle,neutral
💒,wedding,positive
🗼,Tokyo tower,neutral
🗽,Statue of Liberty,neutral
⛪,church,neutral
🕌,mosque,neutral
🛕,hindu temple,neutral
🕍,synagogue,neutral
⛩️,shinto shrine,neutral
⛩,shinto shrine,neutral
🕋,kaaba,neutral
⛲,fountain,neutral
⛺,tent,neutral
🌁,foggy,neutral
🌃,night with stars,neutral
🏙️,cityscape,neutral
🏙,cityscape,neutral
🌄,sunrise over mountains,neutral
🌅,sunrise,neutral
🌆,cityscape at dusk,neutral
🌇,sunset,neutral
🌉,bridge at night,neutral
♨️,hot springs,neutral
♨,hot springs,neutral
🎠,carousel horse,neutral
🛝,playground slide,neutral
🎡,ferris wheel,neutral
🎢,roller coaster,neutral
💈,barber pole,neutral
🎪,circus tent,neutral
🚂,locomotive,neutral
🚃,railway car,neutral
🚄,high-speed train,neutral
🚅,bullet train,neutral
🚆,train,neutral
🚇,metro,neutral
🚈,light rail,neutral
🚉,station,neutral
🚊,tram,neutral
🚝,monorail,neutral
🚞,mountain railway,neutral
🚋,tram car,neutral
🚌,bus,neutral
🚍,oncoming bus,neutral
🚎,trolleybus,neutral
🚐,minibus,neutral
🚑,ambulance,neutral
🚒,fire engine,neutral
🚓,police car,neutral
🚔,oncoming police car,neutral
🚕,taxi,neutral
🚖,oncoming taxi,neutral
🚗,automobile,neutral
🚘,oncoming automobile,neutral
🚙,sport utility vehicle,neutral
🛻,pickup truck,neutral
🚚,delivery truck,neutral
🚛,articulated lorry,neutral
🚜,tractor,neutral
🏎️,racing car,neutral
🏎,racing car,neutral
🏍️,motorcycle,neutral
🏍,motorcycle,neutral
🛵,motor scooter,neutral
🦽,manual wheelchair,neutral
🦼,motorized wheelchair,neutral
🛺,auto rickshaw,neutral
🚲,bicycle,neutral
🛴,kick scooter,neutral
🛹,skateboard,neutral
🛼,roller skate,neutral
🚏,bus stop,neutral
🛣️,motorway,neutral
🛣,motorway,neutral
🛤️,railway track,neutral
🛤,railway track,neutral
🛢️,oil drum,neutral
🛢,oil drum,neutral
⛽,fuel pump,neutral
🛞,wheel,neutral
🚨,police car light,neutral
🚥,horizontal traffic light,neutral
🚦,vertical traffic light,neutral
🛑,stop sign,neutral
🚧,construction,neutral
⚓,anchor,neutral
🛟,ring buoy,neutral
⛵,sailboat,neutral
🛶,canoe,neutral
🚤,speedboat,neutral
🛳️,passenger ship,neutral
🛳,passenger ship,neutral
⛴️,ferry,neutral
⛴,ferry,neutral
🛥️,motor boat,neutral
🛥,motor boat,neutral
🚢,ship,neutral
✈️,airplane,neutral
✈,airplane,neutral
🛩️,small airplane,neutral
🛩,small airplane,neutral
🛫,airplane departure,neutral
🛬,airplane arrival,neutral
🪂,parachute,neutral
💺,seat,neutral
🚁,helicopter,neutral
🚟,suspension railway,neutral
🚠,mountain cableway,neutral
🚡,aerial tramway,neutral
🛰️,satellite,neutral
🛰,satellite,neutral
🚀,rocket,neutral
🛸,flying saucer,neutral
🛎️,bellhop bell,neutral
🛎,bellhop bell,neutral
🧳,luggage,neutral
⌛,hourglass done,neutral
⏳,hourglass not done,neutral
⌚,watch,neutral
⏰,alarm clock,neutral
⏱️,stopwatch,neutral
⏱,stopwatch,neutral
⏲️,timer clock,neutral
⏲,timer clock,neutral
🕰️,mantelpiece clock,neutral
🕰,mantelpiece clock,neutral
🕛,twelve o’clock,neutral
🕧,twelve-thirty,neutral
🕐,one o’clock,neutral
🕜,one-thirty,neutral
🕑,two o’clock,neutral
🕝,two-thirty,neutral
🕒,three o’clock,neutral
🕞,three-thirty,neutral
🕓,four o’clock,neutral
🕟,four-thirty,neutral
🕔,five o’clock,neutral
🕠,five-thirty,neutral
🕕,six o’clock,neutral
🕡,six-thirty,neutral
🕖,seven o’clock,neutral
🕢,seven-thirty,neutral
🕗,eight o’clock,neutral
🕣,eight-thirty,neutral
🕘,nine o’clock,neutral
🕤,nine-thirty,neutral
🕙,ten o’clock,neutral
🕥,ten-thirty,neutral
🕚,eleven o’clock,neutral
🕦,eleven-thirty,neutral
🌑,new moon,neutral
🌒,waxing crescent moon,neutral
🌓,first quarter moon,neutral
🌔,waxing gibbous moon,neutral
🌕,full moon,neutral
🌖,waning gibbous moon,neutral
🌗,last quarter moon,neutral
🌘,waning crescent moon,neutral
🌙,crescent moon,neutral
🌚,new moon face,neutral
🌛,first quarter moon face,neutral
🌜,last quarter moon face,neutral
🌡️,thermometer,neutral
🌡,thermometer,neutral
☀️,sun,neutral
☀,sun,neutral
🌝,full moon face,neutral
🪐,ringed planet,neutral
⭐,star,neutral
🌟,glowing star,neutral
🌠,shooting star,neutral
🌌,milky way,neutral
☁️,cloud,neutral
☁,cloud,neutral
⛅,sun behind cloud,neutral
⛈️,cloud with lightning and rain,neutral
⛈,cloud with lightning and rain,neutral
🌤️,sun behind small cloud,neutral
🌤,sun behind small cloud,neutral
🌥️,sun behind large cloud,neutral
🌥,sun behind large cloud,neutral
🌦️,sun behind rain cloud,neutral
🌦,sun behind rain cloud,neutral
🌧️,cloud with rain,neutral
🌧,cloud with rain,neutral
🌨️,cloud with snow,neutral
🌨,cloud with snow,neutral
🌩️,cloud with lightning,neutral
🌩,cloud with lightning,neutral
🌪️,tornado,neutral
🌪,tornado,neutral
🌫️,fog,neutral
🌫,fog,neutral
🌬️,wind face,neutral
🌬,wind face,neutral
🌀,cyclone,neutral
🌈,rainbow,neutral
🌂,closed umbrella,neutral
☂️,umbrella,neutral
☂,umbrella,neutral
☔,umbrella with rain drops,neutral
⛱️,umbrella on ground,neutral
⛱,umbrella on ground,neutral
⚡,high voltage,neutral
❄️,snowflake,neutral
❄,snowflake,neutral
☃️,snowman,neutral
☃,snowman,neutral
⛄,snowman without snow,neutral
☄️,comet,neutral
☄,comet,neutral
💧,droplet,neutral
🌊,water wave,neutral
🎃,jack-o-lantern,neutral
🎄,Christmas tree,neutral
🎆,fireworks,neutral
🎇,sparkler,neutral
🧨,firecracker,neutral
✨,sparkles,neutral
🎊,confetti ball,neutral
🎋,tanabata tree,neutral
🎍,pine decoration,neutral
🎎,Japanese dolls,neutral
🎏,carp streamer,neutral
🎐,wind chime,neutral
🎑,moon viewing ceremony,neutral
🧧,red envelope,neutral
🎀,ribbon,neutral
🎁,wrapped gift,neutral
🎗️,reminder ribbon,neutral
🎗,reminder ribbon,neutral
🎟️,admission tickets,neutral
🎟,admission tickets,neutral
🎫,ticket,neutral
🎖️,military medal,neutral
🎖,military medal,neutral
🏆,trophy,positive
🏅,sports medal,positive
🥇,1st place medal,positive
🥈,2nd place medal,positive
🥉,3rd place medal,positive
⚽,soccer ball,neutral
⚾,baseball,neutral
🥎,softball,neutral
🏀,basketball,neutral
🏐,volleyball,neutral
🏈,american football,neutral
🏉,rugby football,neutral
🎾,tennis,neutral
🥏,flying disc,neutral
🎳,bowling,neutral
🏏,cricket game,neutral
🏑,field hockey,neutral
🏒,ice hockey,neutral
🥍,lacrosse,neutral
🏓,ping pong,neutral
🏸,badminton,neutral
🥊,boxing glove,neutral
🥋,martial arts uniform,neutral
🥅,goal net,neutral
⛳,flag in hole,neutral
⛸️,ice skate,neutral
⛸,ice skate,neutral
🎣,fishing pole,neutral
🤿,diving mask,neutral
🎽,running shirt,neutral
🎿,skis,neutral
🛷,sled,neutral
🥌,curling stone,neutral
🎯,bullseye,neutral
🪀,yo-yo,neutral
🪁,kite,neutral
🔫,water pistol,neutral
🎱,pool 8 ball,neutral
🔮,crystal ball,neutral
🪄,magic wand,neutral
🎮,video game,neutral
🕹️,joystick,neutral
🕹,joystick,neutral
🎰,slot machine,neutral
🎲,game die,neutral
🧩, puzzle piece,neutral
🧸,teddy bear,neutral
🪅,piñata,neutral
🪩,mirror ball,neutral
🪆,nesting dolls,neutral
♠️,spade suit,neutral
♠,spade suit,neutral
♥️,heart suit,neutral
♥,heart suit,neutral
♦️,diamond suit,neutral
♦,diamond suit,neutral
♣️,club suit,neutral
♣,club suit,neutral
♟️,chess pawn,neutral
♟,chess pawn,neutral
🃏,joker,neutral
🀄,mahjong red dragon,neutral
🎴,flower playing cards,neutral
🎭,performing arts,neutral
🖼️,framed picture,neutral
🖼,framed picture,neutral
🎨,artist palette,neutral
🧵,thread,neutral
🪡,sewing needle,neutral
🧶,yarn,neutral
🪢,knot,neutral
👓,glasses,neutral
🕶,sunglasses,neutral
🥽,goggles,neutral
🥼,lab coat,neutral
🦺,safety vest,neutral
👔,necktie,neutral
👕,t-shirt,neutral
👖,jeans,neutral
🧣,scarf,neutral
🧤,gloves,neutral
🧥,coat,neutral
🧦,socks,neutral
👗,dress,neutral
👘,kimono,neutral
🥻,sari,neutral
🩱,one-piece swimsuit,neutral
🩲,briefs,neutral
🩳,shorts,neutral
👙,bikini,neutral
👚,woman’s clothes,neutral
🪭,folding hand fan,neutral
👛,purse,neutral
👜,handbag,neutral
👝,clutch bag,neutral
🛍️,shopping bags,neutral
🛍,shopping bags,neutral
🎒,backpack,neutral
🩴,thong sandal,neutral
👞,man’s shoe,neutral
👟,running shoe,neutral
🥾,hiking boot,neutral
🥿,flat shoe,neutral
👠,high-heeled shoe,neutral
👡,woman’s sandal,neutral
🩰,ballet shoes,neutral
👢,woman’s boot,neutral
🪮,hair pick,neutral
👑,crown,positive
👒,woman’s hat,neutral
🎩,top hat,neutral
🎓,graduation cap,neutral
🧢,billed cap,neutral
🪖,military helmet,neutral
⛑️,rescue worker’s helmet,neutral
⛑,rescue worker’s helmet,neutral
📿,prayer beads,neutral
💄,lipstick,neutral
💍,ring,neutral
💎,gem stone,neutral
🔇,muted speaker,neutral
🔈,speaker low volume,neutral
🔉,speaker medium volume,neutral
🔊,speaker high volume,neutral
📢,loudspeaker,neutral
📣,megaphone,neutral
📯,postal horn,neutral
🔔,bell,neutral
🔕,bell with slash,neutral
🎼,musical score,neutral
🎵,musical note,neutral
🎙️,studio microphone,neutral
🎙,studio microphone,neutral
🎚️,level slider,neutral
🎚,level slider,neutral
🎛️,control knobs,neutral
🎛,control knobs,neutral
🎤,microphone,neutral
🎧,headphone,neutral
📻,radio,neutral
🎷,saxophone,neutral
🪗,accordion,neutral
🎸,guitar,neutral
🎹,musical keyboard,neutral
🎺,trumpet,neutral
🎻,violin,neutral
🪕,banjo,neutral
🥁,drum,neutral
🪘,long drum,neutral
🪇,maracas,neutral
🪈,flute,neutral
📱,mobile phone,neutral
📲,mobile phone with arrow,neutral
☎️,telephone,neutral
☎,telephone,neutral
📞,telephone receiver,neutral
📟,pager,neutral
📠,fax machine,neutral
🔋,battery,neutral
🪫,low battery,neutral
🔌,electric plug,neutral
💻,laptop,neutral
🖥️,desktop computer,neutral
🖥,desktop computer,neutral
🖨️,printer,neutral
🖨,printer,neutral
⌨️,keyboard,neutral
⌨,keyboard,neutral
🖱️,computer mouse,neutral
🖱,computer mouse,neutral
🖲️,trackball,neutral
🖲,trackball,neutral
💽,computer disk,neutral
💾,floppy disk,neutral
💿,optical disk,neutral
📀,dvd,neutral
🧮,abacus,neutral
🎥,movie camera,neutral
🎞️,film frames,neutral
🎞,film frames,neutral
📽️,film projector,neutral
📽,film projector,neutral
🎬,clapper board,neutral
📺,television,neutral
📸,camera with flash,neutral
📹,video camera,neutral
📼,videocassette,neutral
🔍,magnifying glass tilted left,neutral
🔎,magnifying glass tilted right,neutral
🕯️,candle,neutral
🕯,candle,neutral
💡,light bulb,neutral
🔦,flashlight,neutral
🏮,red paper lantern,neutral
🪔,diya lamp,neutral
📔,notebook with decorative cover,neutral
📕,closed book,neutral
📖,open book,neutral
📗,green book,neutral
📘,blue book,neutral
